Name,Address,Suburb,Postcode,State,Business Category,LGA,Region
Y Central Health & Fitness Studio,Level 1/157 Hare Street,Echuca,3564,VIC,"Fitness centre,Strength Training",Campaspe (S),Loddon-Mallee Region
Zaks Health Club at Chadstone,Chadstone Place,Chadstone,3148,VIC,"Fitness centre,Strength Training",Stonnington (C); Monash (C),Southern Metropolitan Region; Eastern Metropolitan Region
Ascot Vale Leisure Centre,Cnr Langs and Epsom Roads,Ascot Vale,3032,VIC,"Fitness centre,Strength Training,Swimming Pool",Moonee Valley (C); Maribyrnong (C),North and West Metropolitan Region
Broadmeadows Leisure Centre,Cnr Pearcedale Parade and Dimboola Road,Broadmeadows,3047,VIC,"Fitness centre,Strength Training,Swimming Pool",Hume (C),North and West Metropolitan Region
Brunswick City Baths,14 Dawson Street,Brunswick,3056,VIC,"Fitness centre,Strength Training,Swimming Pool",Moreland (C),North and West Metropolitan Region
Carlton Baths Community Centre,248 Rathdowne Street,Carlton,3053,VIC,"Fitness centre,Strength Training,Swimming Pool",Melbourne (C),North and West Metropolitan Region
Don Tatnell Leisure Centre,Cnr Warren Road & Brisbane Terrace,Mordialloc,3195,VIC,"Fitness centre,Strength Training,Swimming Pool",Kingston (C),Southern Metropolitan Region
Fawkner Leisure Centre,79 - 83 Jukes Road,Fawkner,3060,VIC,"Fitness centre,Strength Training,Swimming Pool",Moreland (C),North and West Metropolitan Region
Horsham Aquatic Centre,53 Hamilton Street,Horsham,3402,VIC,"Fitness centre,Strength Training,Swimming Pool",Horsham (RC),Grampians Region
Ivanhoe Aquatic & Fitness Centre,170 Waterdale Road,Ivanhoe,3079,VIC,"Fitness centre,Strength Training,Swimming Pool",Banyule (C),North and West Metropolitan Region
Knox Leisure Works,Tormore Road,Boronia,3155,VIC,"Fitness centre,Strength Training,Swimming Pool",Maroondah (C); Knox (C),Eastern Metropolitan Region
Maribyrnong Aquatic Centre,1 Aquatic Drive,Maribyrnong,3032,VIC,"Fitness centre,Strength Training,Swimming Pool",Moonee Valley (C); Maribyrnong (C),North and West Metropolitan Region
Melton Waves Leisure Centre,206 Coburns Road,Melton,3337,VIC,"Fitness centre,Strength Training,Swimming Pool",Wyndham (C); Melton (S),North and West Metropolitan Region
Northcote Aquatic and Recreation Centre,180 Victoria Road,Northcote,3070,VIC,"Fitness centre,Strength Training,Swimming Pool",Darebin (C),North and West Metropolitan Region
Portland Leisure & Aquatic Centre,22 Bentinck Street,Portland,3305,VIC,"Fitness centre,Strength Training,Swimming Pool",Glenelg (S),Barwon South Western Region
Sunbury Aquatic Centre,20 Ligar Street,Sunbury,3429,VIC,"Fitness centre,Strength Training,Swimming Pool",Melton (S); Hume (C),North and West Metropolitan Region
Sunshine Leisure Centre,5 Kennedy Street,Sunshine,3020,VIC,"Fitness centre,Strength Training,Swimming Pool",Maribyrnong (C); Brimbank (C),North and West Metropolitan Region
Windy Hill Fitness Centre,74 - 84 Napier Street,Essendon,3040,VIC,"Fitness centre,Strength Training,Swimming Pool",Moonee Valley (C),North and West Metropolitan Region
Wodonga Sports & Leisure Centre,Hedgerow Court,Wodonga,3689,VIC,"Fitness centre,Strength Training,Swimming Pool",Wodonga (RC),Hume Region
Ashburton Pool & Recreation Centre,8 Warner Avenue,Ashburton,3147,VIC,"Fitness centre,Strength Training,Swimming Pool,Water Based Exercise",Monash (C); Boroondara (C),Eastern Metropolitan Region
Aqualink Box Hill,Surrey Park,Box Hill,3128,VIC,"Fitness centre,Swimming Pool",Whitehorse (C),Eastern Metropolitan Region
Aquazone Warrnambool Aquatic Leisure Centre,Queens Road,Warrnambool,3280,VIC,"Fitness centre,Swimming Pool",Warrnambool (C),Barwon South Western Region
Ararat YMCA,61 - 73 High Street,Ararat,3377,VIC,"Fitness centre,Swimming Pool",Ararat (RC),Grampians Region
Bacchus Marsh Leisure Centre,5-15 Labilliere Street,Bacchus Marsh,3340,VIC,"Fitness centre,Swimming Pool",Wyndham (C); Moorabool (S); Melton (S),Grampians Region
Bendigo Regional YMCA,171 Lyttleton Terrace,Bendigo,3550,VIC,"Fitness centre,Swimming Pool",Greater Bendigo (C),Loddon-Mallee Region
Bluewater Fitness Centre,118 Hearn Street,Colac,3250,VIC,"Fitness centre,Swimming Pool",Colac-Otway (S),Barwon South Western Region
Bullen Swim Centre,156 Bullen Road,Bulleen,3105,VIC ,"Fitness centre,Swimming Pool",Manningham (C),Eastern Metropolitan Region
Clayton Aquatics and Health Club,Cooke Street,Clayton,3168,VIC,"Fitness centre,Swimming Pool",Monash (C),Eastern Metropolitan Region
Club Aquarius,Fifteenth Street,Mildura,3501,VIC,"Fitness centre,Swimming Pool",Mildura Rural,Loddon-Mallee
Cranbourne Indoor Pool,Grant Street,Cranbourne,3977,VIC,"Fitness centre,Swimming Pool",Frankston (C); Casey (C),Southern Metropolitan Region
Dandenong Oasis,Cnr Heatherton Road and Cleeland Street,Dandenong,3175,VIC,"Fitness centre,Swimming Pool",Greater Dandenong (C); Greater Dandenong (C),Southern Metropolitan Region; Southern Metropolitan Region
Everyone Health & Fitness,23A Lyttleton Street,Castlemaine,3450,VIC,"Fitness centre,Swimming Pool",Mount Alexander,Loddon-Mallee
Freeway Sports Centre,Cnr Princes Hwy & Doveton Avenue,Doveton,3177,VIC,"Fitness centre,Swimming Pool",Greater Dandenong (C); Casey (C),Southern Metropolitan Region
Kensington Community Recreation Centre,Cnr Kensington Road and Altona Street,Kensington,3031,VIC,"Fitness centre,Swimming Pool",Moonee Valley (C); Melbourne (C),North and West Metropolitan Region
Maryborough Sports and Fitness Centre,40 Gillies Street,Maryborough,3465,VIC,"Fitness centre,Swimming Pool",Central Goldfields (S),Loddon-Mallee Region
Melbourne City Baths,420 Swanston Street,Melbourne,3000,VIC,"Fitness centre,Swimming Pool",Melbourne,North and West Metropolitan Region
Middle Brighton Baths,251 The Esplanade,Brighton,3188,VIC,"Fitness centre,Swimming Pool",Bayside (C),Southern Metropolitan Region
Monash Aquatic & Recreation Centre,626 Waverley Road,Glen Waverley,3150,VIC,"Fitness centre,Swimming Pool",Monash (C),Eastern Metropolitan Region
Oakleigh Recreation Centre,Park Road,Oakleigh,3166,VIC,"Fitness centre,Swimming Pool",Monash (C),Eastern Metropolitan Region
Re-Creation Health Club Sandringham,150 Tulip Street,Cheltenham,3192,VIC,"Fitness centre,Swimming Pool",Kingston (C); Bayside (C),Southern Metropolitan Region
Seymour Sports & Aquatic Centre,Chittick Park,Seymour,3660,VIC,"Fitness centre,Swimming Pool",Murrindindi (S); Mitchell (S),Hume Region
St Albans Leisure Centre,Taylors Road,St Albans,3021,VIC,"Fitness centre,Swimming Pool",Brimbank (C),North and West Metropolitan Region
Stawell Leisure Complex,49-51 Houston Street,Stawell,3380,VIC,"Fitness centre,Swimming Pool",Northern Grampians (S),Grampians Region
Vicki Field Swim School,108 New Street,Ringwood,3134,VIC ,"Fitness centre,Swimming Pool",Manningham (C); Maroondah (C),Eastern Metropolitan Region
Wangaratta Indoor Sports & Aquatic Centre,HP Barr Reserve,Wangaratta,3677,VIC,"Fitness centre,Swimming Pool",Wangaratta (RC),Hume Region
Warragul Leisure Centre,21 Burke Street,Warragul,3820,VIC,"Fitness centre,Swimming Pool",Baw Baw (S),Gippsland Region
Whittlesea YMCA,Morang Drive,Mill Park,3082,VIC,"Fitness centre,Swimming Pool",Whittlesea,North and West Metropolitan Region
Wonthaggi Aquatic & Leisure Centre,41 Wentworth Road,Wonthaggi,3995,VIC,"Fitness centre,Swimming Pool",Bass Coast (S),Gippsland Region
Yarra Recreation Centre,Warburton Highway,Yarra Junction,3797,VIC,"Fitness centre,Swimming Pool",Yarra Ranges (S),Eastern Metropolitan Region
Springers Leisure Centre,400 Cheltenham Road,Keysborough,3173,VIC,"Fitness centre,Table Tennis Club",Greater Dandenong (C),Southern Metropolitan Region
Bellbird Park Indoor Centre,Settlement Road,Drouin,3818,VIC,"Fitness centre,Table Tennis Club,Walking Club/Group",Baw Baw (S),Gippsland Region
Southern Indoor Tennis & Fitness Centre,Cnr Grant & Hill Street,Sebastopol,3356,VIC,"Fitness centre,Tennis club",Ballarat (C),Grampians Region
Brophy's Body & Mind,1 - 7 McIlwrick Street,Windsor,3181,VIC,"Fitness centre,Yoga",Stonnington,Southern Metro
Belgrave South Community House,Gilmore Court,Belgrave South,3160,VIC,"Neighbourhood house,Strength Training",Yarra Ranges (S),Metropolitan East Region
Leopold Indoor Neighbourhood Centre,1 Kensington Road,Leopold,3224,VIC,"Neighbourhood house,Strength Training",Greater Geelong (C),Barwon South Western Region
Tatura Community House,12-16 Casey Street,Tatura,3616,VIC,"Neighbourhood house,Strength Training",Greater Shepparton (C),Hume Region
Waverley Community Learning Centre,5 Fleet Street,Mount Waverley,3149,VIC,"Neighbourhood house,Strength Training,Tai Chi",Monash (C),Eastern Metropolitan Region
Bennettswood Neighbourhood House,7 Greenwood Street,Burwood,3125,VIC,"Neighbourhood house,Strength Training,Walking Club/Group",Whitehorse (C); Monash (C); Boroondara (C),Eastern Metropolitan Region
Wonga Park Community Cottage,Old Yarra Road,Wonga Park,3115,VIC,"Neighbourhood house,Strength Training,Walking Club/Group,Yoga",Manningham (C); Maroondah (C),Eastern Metropolitan Region
Burwood Neighbourhood House,1 Church Street,Burwood,3125,VIC,"Neighbourhood house,Strength Training,Yoga",Whitehorse (C); Monash (C); Boroondara (C),Eastern Metropolitan Region
Burwood Neighbourhood House,1 Church Street,Burwood,3125,VIC,"Neighbourhood house,Strength Training,Yoga",Whitehorse (C); Monash (C); Boroondara (C),Eastern Metropolitan Region
Splashdown,Coppards Road,Whittington,3219,VIC,"Personal training,Strength Training,Swimming Pool",Greater Geelong (C),Barwon South Western Region
Waterworld,Cnr Melbourne and Cox Roads,Norlane,3214,VIC,"Personal training,Strength Training,Swimming Pool",Greater Geelong (C),Barwon South Western Region
Hard Work Cafe,Foster Showgrounds,Foster,3960,VIC,"Recreation Group,Strength Training",South Gippsland (S),Gippsland Region
Yarrunga Community Centre,76-86 Croydon Hills Drive,Croydon Hills,3136,VIC,"Recreation Group,Strength Training,Volunteering",Maroondah (C),Eastern Metropolitan Region
Agestrong Chelsea,"Longbeach Place,",Chelsea,3196,VIC,Strength Training,Kingston (C),Southern Metropolitan Region
Agestrong Dromana RSL,Dromana- Red Hill RSL,Dromana,3936,VIC,Strength Training,Mornington Peninsula (S),Southern Metropolitan Region
Agestrong Frankston CRC,Frankston Community Rehabilitation Centre,Frankston,3199,VIC,Strength Training,Frankston (C),Southern Metropolitan Region
Agestrong Frankston South,Frankston South Recreaton Centre,Frankston South,3199,VIC,Strength Training,Frankston (C),Southern Metropolitan Region
Agestrong Mahogany,Mahogany Neighbourhood House,Frankston North,3200,VIC,Strength Training,Frankston (C),Southern Metropolitan Region
Agestrong Rosebud CRC,Rosebud Community Rehabilitation Centre,Rosebud,3939,VIC,Strength Training,Mornington Peninsula (S),Southern Metropolitan Region
Bentleigh Bayside Community Health Service,Gardeners Road,Bentleigh East,3165,VIC,Strength Training,Glen Eira (C),Southern Metropolitan Region
Inglewood and Districts Health Service,3 Hospital St,Inglewood,3517,VIC,Strength Training,Loddon (S),Loddon-Mallee Region
Inglewood and Districts Health Service-  Wedderburn,Weddernburn Community Health Site,Wedderburn,3518,VIC,Strength Training,Loddon (S),Loddon-Mallee Region
Inglewood and Districts Health Service- Serpentine,Serpentine Hall,Serpentine,3517,VIC,Strength Training,Loddon (S),Loddon-Mallee Region
Inglewood and Districts Health Service- Tarnagulla,Tarnagulla Golf Club,Tarnagulla,3551,VIC,Strength Training,Loddon (S),Loddon-Mallee Region
Koo Wee Rup Regional Health Services,Rossiter Road,Koo Wee Rup,3981,VIC,Strength Training,Cardinia (S); Casey (C),Southern Metropolitan Region
Live Well Strength Training Blairgowrie,Blairgowrie Community Hall,Blairgowrie,3942,VIC,Strength Training,Mornington Peninsula (S),Southern Metropolitan Region
Live Well Strength Training Rosebud CRC,Rosebud Community Rehabilitation Centre,Rosebud,3939,VIC,Strength Training,Mornington Peninsula (S),Southern Metropolitan Region
Live Well Strength Training Rosebud Library,Rosebud Public Library,Rosebud,3939,VIC,Strength Training,Mornington Peninsula (S),Southern Metropolitan Region
Live Well Strength Training Rye,Rye Community Hall,Rye,3941,VIC,Strength Training,Mornington Peninsula (S),Southern Metropolitan Region
Living Learning Pakenham,Henry Street,Pakenham,3810,VIC,Strength Training,Cardinia (S),Southern Metropolitan Region
Mildura Senior and Fitness Centre,Cnr Langtree Avenue & 10th Street,Mildura,3500,VIC,Strength Training,Mildura (RC),Loddon-Mallee Region
Sensational Seniors,Middle Brighton Baths,Brighton,3186,VIC,Strength Training,Bayside,Southern Metro
Stay on Your Feet- Hastings,Pelican Park Recreation Centre,Hastings,3915,VIC,Strength Training,Mornington Peninsula (S),Southern Metropolitan Region
Stay on Your Feet- Mornington,David Collings Leisure Centre,Mornington,3931,VIC,Strength Training,Mornington Peninsula (S),Southern Metropolitan Region
Staying Stronger for Longer Rosebud,Rosebud Memorial Hall,Rosebud,3939,VIC,Strength Training,Mornington Peninsula (S),Southern Metropolitan Region
