Name,Address,Suburb,Postcode,State,Business Category,LGA,Region
Balwyn Leisure Centre,230 Balwyn Road,Balwyn North,3104,VIC,"Dance Class/Club,Disability,Fitness centre,Gymnastics,Martial Arts,Netball Club,Strength Training,Yoga",Boroondara (C),Eastern Metropolitan Region
Outlets Co-operative Neighbourhood House Ltd,43 Mason Street,Newport,3015,VIC,"Dance Class/Club,Disability,Neighbourhood house,Walking Club/Group,Yoga",Maribyrnong (C); Hobsons Bay (C),North and West Metropolitan Region
Club Wild,PO Box 102,Geelong,3220,VIC,"Dance Class/Club,Disability,Recreation Group",Greater Geelong,Barwon S/W
Domeney Recreation Centre,Knees Road,Park Orchards,3114,VIC,"Dance Class/Club,Fitness centre",Manningham (C),Eastern Metropolitan Region
Lifestyle for Kids,Market Street,Newport,3015,VIC,"Dance Class/Club,Gymnastics",Maribyrnong (C); Hobsons Bay (C),North and West Metropolitan Region
Bulleen & Templestowe Community House,284 Thompsons Road,Lower Templestowe,3107,VIC,"Dance Class/Club,Neighbourhood house,Strength Training,Walking Club/Group,Yoga",Manningham (C),Eastern Metropolitan Region
Community Group Exercise Classes,"Scout Hall, Centennary Park",Bentleigh,3165,VIC,"Dance Class/Club,Recreation Group","Kingston , Glen Eira",Southern Metro
Latinlover,PO Box 1038,Newport,3015,VIC,"Dance Class/Club,Recreation Group",Maribyrnong ; Hobsons Bay,North and West Metropolitan Region
Ferntree Gully Community Arts Centre,1010 Burwood Highway,Ferntree Gully,3156,VIC,"Dance Class/Club,Recreation Group,Strength Training,Tai Chi,Yoga",Yarra Ranges (S); Knox (C),Eastern Metropolitan Region
Werribee Marching Club,,Werribee,3030,VIC,"Dance Class/Club,Sports Club/Association",Wyndham ; Melton ; Brimbank,North and West Metropolitan Region
Manningham U3A Inc.,The Pines Learning & Activity Centre,Doncaster East,3109,VIC,"Dance Class/Club,Strength Training,Tai Chi,Volunteering,Walking Club/Group,Yoga",Manningham (C),Eastern Metropolitan Region
Gaia School Of Yoga & Dance,,Belmont,3216,VIC,"Dance Class/Club,Yoga",Greater Geelong,Barwon S/W
